"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ASTRO_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg17825572",0.237590420735423,0.291900176388565,9.4694138150839,2.19733620160594e-19,2.70346783920707e-18,32.9841464296558,0.196864008094396,NA,NA,"X",64626582,"R","I","","IGR","shore","IGR-shore","chrX:64626743-64628045",TRUE,NA,"high-CpG:64543281-64543341","","","NO"
"cg15602740",0.246499752857078,0.362113456812552,9.46228453605318,2.28166835357496e-19,2.80309668025959e-18,32.9434952937098,0.262795595224506,0.509295348081584,0.246499752857078,"3",120004186,"F","I","","IGR","island","IGR-island","chr3:120003883-120004426",TRUE,NA,"","rs72954800","","NO"
"cg19867649",0.183501355295572,0.254948562220411,9.46066169832651,2.31098697434134e-19,2.83494642931682e-18,32.9308741681625,0.181013550135302,0.364514905430874,0.183501355295572,"11",12030838,"R","I","DKK3","TSS1500","island","TSS1500-island","chr11:12029737-12030841",TRUE,NA,"high-CpG:11986715-11987502","","","NO"
"cg02268229",0.186366870365205,0.184466617658429,9.45655711634356,2.38681936492922e-19,2.92367873528134e-18,32.8989582576313,0.109377053385069,0.295743923750274,0.186366870365205,"4",141490037,"R","I","UCP1","TSS200","island","TSS200-island","chr4:141489962-141490378",TRUE,NA,"","","","NO"
"cg25670330",0.226898359922978,0.351911906084671,9.44398501497337,2.63478183578946e-19,3.22268923223794e-18,32.8012571926693,0.260491693105995,0.487390053028973,0.226898359922978,"3",138665984,"F","I","FOXL2","TSS200","island","TSS200-island","chr3:138663718-138666346",NA,NA,"","","","NO"
"cg19585156",-0.214035742703825,0.641454010304204,-9.43475754287007,2.83287515952078e-19,3.45991799453751e-18,32.7296014734027,0.727691712461571,0.513655969757746,-0.214035742703825,"1",18436490,"R","II","IGSF21","Body","shore","Body-shore","chr1:18436551-18437673",TRUE,TRUE,"","","","NO"
"cg14747563",0.218771926387327,0.265609846823282,9.43210156738999,2.89258190589377e-19,3.52768310099804e-18,32.7089849398148,0.177463876482757,0.396235802870084,0.218771926387327,"5",134871962,"R","I","NEUROG1","TSS1500","island","TSS1500-island","chr5:134870740-134872051",NA,NA,"","","","NO"
"cg14098681",0.205924076635776,0.383317841318626,9.41089797672504,3.41620112489508e-19,4.160195947139e-18,32.5445304207382,0.300348431800328,0.506272508436104,0.205924076635776,"10",8096818,"R","I","FLJ45983","TSS1500","island","TSS1500-island","chr10:8091374-8098329",NA,NA,"","","","NO"
"cg16652651",0.199876304806235,0.252221123639595,9.39986362560791,3.72482648659276e-19,4.52943238267771e-18,32.459043025523,0.171688437722519,0.371564742528755,0.199876304806235,"11",10472161,"R","I","AMPD3","TSS200","island","TSS200-island","chr11:10472000-10472857",TRUE,NA,"high-CpG:10428689-10428828","","","NO"
"cg13060114",-0.201267918934695,0.515258463493891,-9.39949955061036,3.73546733016015e-19,4.53576948781364e-18,32.4562235024186,0.596351848307384,0.395083929372689,-0.201267918934695,"1",36038950,"F","I","TFAP2E","TSS200","island","TSS200-island","chr1:36038927-36040051",NA,TRUE,"","rs11264176","","NO"
"cg23928824",0.223535722050003,0.376412104991287,9.3972346930533,3.8023426895477e-19,4.60942201849945e-18,32.4386852489515,0.286346741252693,0.509882463302696,0.223535722050003,"14",69726397,"F","I","GALNTL1","TSS1500","island","TSS1500-island","chr14:69726250-69728393",TRUE,NA,"","","","NO"
"cg08919494",0.184750514495247,0.24519641265947,9.39707308503091,3.80715967532274e-19,4.60942201849945e-18,32.437433918439,0.170758098566725,0.355508613061973,0.184750514495248,"8",61194111,"R","I","CA8","TSS200","island","TSS200-island","chr8:61193312-61194195",TRUE,TRUE,"","","","NO"
"cg05173517",-0.187334540089475,0.200903457453602,-9.39404970461675,4.04143351498334e-19,4.88598199481488e-18,32.3822442100856,NA,0.0897883625966091,NA,"12",122231614,"F","I","RHOF","TSS200","island","TSS200-island","chr12:122230903-122232359",NA,NA,"","","","NO"
"cg03078269",0.195812591506939,0.188497735395744,9.38876904050163,4.06299059886773e-19,4.90494558713021e-18,32.3731544980601,0.109602370856541,0.30541496236348,0.195812591506939,"12",54354974,"F","I","","IGR","island","IGR-island","chr12:54354529-54355491",NA,NA,"","","","NO"
"cg14972210",-0.250432412329497,0.733206804811126,-9.39590661835474,4.41277411557241e-19,5.31952596846925e-18,32.3130293038343,NA,NA,NA,"10",106340238,"F","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg21515023",0.134453095787611,0.896108650295715,9.37500391167937,4.52512809895242e-19,5.44710664822025e-18,32.2666834785306,0.841935801022066,0.976388896809676,0.13445309578761,"5",1253833,"R","I","TERT","3'UTR","island","3'UTR-island","chr5:1253737-1253951",TRUE,NA,"","","","NO"
"cg11230222",0.223168509429994,0.412510768306634,9.3719776712175,4.63351641753347e-19,5.56955340317621e-18,32.2432896037482,0.322593359167365,0.545761868597359,0.223168509429994,"17",40831789,"R","I","CCR10","Body","island","Body-island","chr17:40831682-40832452",NA,NA,"","","","NO"
"cg23939808",-0.228187768193813,0.384107578948351,-9.36980605495279,4.71287777505721e-19,5.65680760529137e-18,32.2265052901827,0.476047310793431,0.247859542599618,-0.228187768193814,"6",30043097,"F","I","RNF39","1stExon","island","1stExon-island","chr6:30042918-30043500",NA,NA,"","rs77391493","","NO"
"cg18049676",0.214766581713719,0.313650031818351,9.36766203512005,4.79255235915256e-19,5.74418685916219e-18,32.2099367473718,0.227117865399717,0.441884447113436,0.214766581713719,"5",177540239,"R","I","N4BP3","TSS1500","island","TSS1500-island","chr5:177540207-177541234",TRUE,NA,"","","","NO"
"cg14575559",0.180800692033275,0.266333303372857,9.36027082995736,5.0775939961025e-19,6.07710891739832e-18,32.1528379333604,0.193486422602169,0.374287114635444,0.180800692033275,"19",18111766,"F","I","ARRDC2","TSS200","island","TSS200-island","chr19:18111566-18112481",NA,NA,"","","","NO"
"cg27005749",0.246175913835354,0.421144009967205,9.35549603522942,5.27060478536315e-19,6.29908903818651e-18,32.1159670941675,0.321956627208301,0.568132541043655,0.246175913835354,"8",141608646,"F","I","EIF2C2","Body","opensea","Body-opensea","",NA,TRUE,"","","","NO"
"cg16447865",0.179416440463857,0.443813643113075,9.35405630185056,5.33021746713299e-19,6.36123381720414e-18,32.1048519125504,0.371524494770841,0.550940935234698,0.179416440463857,"10",133850544,"R","I","","IGR","island","IGR-island","chr10:133849676-133850826",TRUE,TRUE,"","","","NO"
"cg01249180",0.193903498122237,0.346696032938753,9.34886512541916,5.55076333598504e-19,6.614989573298e-18,32.0647836885502,0.268569866219599,0.462473364341836,0.193903498122237,"5",95997867,"R","I","CAST","TSS200","island","TSS200-island","chr5:95997717-95999117",NA,NA,"high-CpG:96023479-96023976","","","NO"
"cg14499577",0.237435427512546,0.505753419509955,9.3596474662958,5.68766894956439e-19,6.75906311363011e-18,32.0568562995266,NA,NA,NA,"8",1414612,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","NO"
"cg05924652",0.196700619324135,0.334763070427039,9.34574070631011,5.68783979995447e-19,6.75906311363011e-18,32.0406747626478,0.255509908272169,0.452210527596304,0.196700619324135,"6",39016363,"F","I","GLP1R","TSS200","island","TSS200-island","chr6:39016307-39016998",NA,NA,"","rs13206656","","NO"
"cg24131748",0.22252932383091,0.3279481573966,9.34283792341201,5.81819736267241e-19,6.90415067723939e-18,32.0182807490693,0.238288284202593,0.460817608033503,0.22252932383091,"14",31343699,"F","I","COCH","TSS200","island","TSS200-island","chr14:31343355-31344757",TRUE,TRUE,"high-CpG:30413393-30413546","","","NO"
"cg01355476",0.189335944998893,0.233737940321514,9.3374813349469,6.06657312123907e-19,7.18867402196187e-18,31.9769683324891,0.157452098404484,0.346788043403377,0.189335944998893,"16",85722306,"R","I","GINS2","Body","island","Body-island","chr16:85722209-85722941",NA,NA,"","","","NO"
"cg19403104",0.202186091456589,0.206575683515399,9.3349837196566,6.18594867090057e-19,7.31974719500048e-18,31.9577108795799,0.125112355404249,0.327298446860839,0.202186091456589,"19",50031246,"R","I","RCN3","1stExon","island","1stExon-island","chr19:50030981-50031300",NA,TRUE,"high-CpG:54723044-54723093","","rs62128088","NO"
"cg12885864",-0.267005152337797,0.462608484748992,-9.33191266339883,6.33592846701031e-19,7.48661193966112e-18,31.9340366078777,0.570188230593832,0.303183078256036,-0.267005152337797,"X",139846881,"F","II","","IGR","island","IGR-island","chrX:139846646-139846955",NA,NA,"","rs73637754","","NO"
"cg04410777",-0.197921007345743,0.406731954916423,-9.32802622643664,6.53090581850758e-19,7.70609988810909e-18,31.9040839813746,0.486476826808155,0.288555819462412,-0.197921007345743,"19",4558541,"R","I","SEMA6B","TSS200","island","TSS200-island","chr19:4558363-4558579",TRUE,NA,"","","","NO"
"cg10795666",0.184550335359268,0.250471148597497,9.31613574069581,7.16513446947278e-19,8.44252938758471e-18,31.8124950084364,0.17611348920517,0.360663824564438,0.184550335359268,"13",49794635,"R","I","MLNR","1stExon","island","1stExon-island","chr13:49794125-49795542",TRUE,TRUE,"","","","NO"
"cg17078116",0.132704072601398,0.123540152707072,9.30849228442311,7.60468708204404e-19,8.94782477230928e-18,31.7536599594069,0.0700720069501981,0.202776079551596,0.132704072601398,"8",24772344,"R","I","NEFM","TSS200","island","TSS200-island","chr8:24770908-24772547",TRUE,NA,"","","","NO"
"cg12658720",0.160389496439389,0.177244207816647,9.30613498581887,7.74556549073974e-19,9.1007671040281e-18,31.7355211606882,0.112621255367767,0.273010751807156,0.160389496439389,"17",59488443,"R","I","C17orf82","TSS1500","island","TSS1500-island","chr17:59488115-59490485",NA,TRUE,"","","rs12946047","NO"
"cg05242815",0.216213323003153,0.449298706524039,9.30384739903926,7.88475027318756e-19,9.25129266604058e-18,31.7179216474665,0.36218362978005,0.578396952783203,0.216213323003153,"X",25023562,"F","I","ARX","Body","island","Body-island","chrX:25020237-25024207",NA,NA,"","","","NO"
"cg14898260",0.202719312527554,0.270803802441236,9.30201175087822,7.9982280920402e-19,9.36220835356272e-18,31.7038011627287,0.189125632830619,0.391844945358173,0.202719312527554,"8",61194099,"R","I","CA8","TSS200","island","TSS200-island","chr8:61193312-61194195",TRUE,TRUE,"","","","NO"
"cg27014608",0.191327877682527,0.575601384376584,9.30195606186343,8.00169591147209e-19,9.36220835356272e-18,31.7033728106991,0.498512967640421,0.689840845322947,0.191327877682527,"16",4166952,"F","I","ADCY9","TSS1500","island","TSS1500-island","chr16:4166655-4167012",NA,NA,"","","","NO"
"cg01533258",0.165764745345857,0.214550087673705,9.29778393729082,8.26578220508922e-19,9.65767056521893e-18,31.671286188023,0.147761379597462,0.313526124943319,0.165764745345857,"14",95235489,"R","I","GSC","Body","island","Body-island","chr14:95234612-95236569",TRUE,TRUE,"","","","NO"
"cg07017374",0.152430861526992,0.142014241432771,9.28418068172713,9.18830812843919e-19,1.07205483386845e-17,31.5667328582502,0.0805979234388865,0.233028784965878,0.152430861526991,"13",28674451,"R","I","FLT3","Body","island","Body-island","chr13:28674227-28675170",TRUE,TRUE,"","","","NO"
"cg13673023",0.191867263463467,0.540630688617224,9.281205914457,9.40326304784338e-19,1.09560473503045e-17,31.5438824377023,0.463324946542138,0.655192210005604,0.191867263463466,"9",2623562,"R","II","FLJ35024","TSS1500","island","TSS1500-island","chr9:2621308-2623685",TRUE,NA,"","","","NO"
"cg17064051",0.224380889788956,0.295070553978736,9.27505151658247,9.86392599721266e-19,1.14767740641664e-17,31.4966231901186,0.204664661490953,0.429045551279909,0.224380889788956,"20",3713345,"R","I","HSPA12B","TSS200","island","TSS200-island","chr20:3713159-3713515",NA,NA,"","","","NO"
"cg12782933",0.167086160465366,0.57323381211261,9.27230597533058,1.00765819915171e-18,1.17078951261661e-17,31.4755469742682,0.505912689206662,0.672998849672028,0.167086160465366,"11",116451038,"F","II","","IGR","island","IGR-island","chr11:116450659-116451912",TRUE,TRUE,"","","","NO"
"cg22976224",0.215737387023537,0.267587017823386,9.26523610228564,1.06453251384049e-18,1.23515341953103e-17,31.4212937557412,0.180663701692543,0.39640108871608,0.215737387023537,"21",38070639,"F","I","SIM2","TSS1500","island","TSS1500-island","chr21:38068193-38073891",NA,NA,"","","","NO"
"cg20536263",0.192910601072647,0.337656101532607,9.25165549792299,1.18285625089474e-18,1.37053829680648e-17,31.3171543038375,0.259929985566443,0.452840586639091,0.192910601072648,"22",41418742,"R","I","","IGR","island","IGR-island","chr22:41417924-41418887",NA,NA,"","","","NO"
"cg10192736",-0.200649826546921,0.400926768479361,-9.24806527841813,1.21625759531135e-18,1.40728752787133e-17,31.2896403776934,0.481771116068654,0.281121289521733,-0.200649826546921,"19",1028627,"R","I","CNN2","Body","island","Body-island","chr19:1028319-1028641",NA,NA,"","","","NO"
"cg17757602",0.184052127781421,0.202001122588774,9.2470838443978,1.22554987542224e-18,1.41607796117253e-17,31.28212030333,0.127844197317619,0.31189632509904,0.184052127781421,"5",42952113,"F","I","","IGR","island","IGR-island","chr5:42951076-42952410",NA,NA,"","","","NO"
"cg16988072",0.222763190698562,0.604064254175808,9.24374959404402,1.2576474798781e-18,1.45115843189249e-17,31.2565760854008,0.514310153069106,0.737073343767668,0.222763190698561,"17",41791475,"F","I","","IGR","island","IGR-island","chr17:41791110-41791476",TRUE,TRUE,"","","","NO"
"cg10608256",0.232415222447103,0.340105256666841,9.24191192994801,1.2865250410391e-18,1.48243175073664e-17,31.2350934710527,NA,0.478649610680321,NA,"5",176046281,"R","I","","IGR","island","IGR-island","chr5:176046143-176047641",NA,NA,"","","","NO"
"cg26310319",0.186979462643729,0.179960650023021,9.23967343871886,1.29802091045055e-18,1.4936180008132e-17,31.2253562457713,0.104624264588897,0.291603727232626,0.186979462643729,"1",155023248,"R","I","ADAM15","TSS1500","island","TSS1500-island","chr1:155022988-155024332",NA,NA,"","","","NO"
"cg09948076",0.260091768967078,0.398473344265755,9.24009349597387,1.31589949904823e-18,1.5121078975308e-17,31.2152776831742,0.294436636678924,NA,NA,"15",99645088,"F","I","SYNM","TSS200","island","TSS200-island","chr15:99645030-99646444",NA,NA,"","","","NO"
"cg05860195",0.207109994066673,0.629025063703298,9.23442259289256,1.35192773930971e-18,1.55137422172986e-17,31.1851526384969,0.545577833084202,0.752687827150875,0.207109994066673,"16",89324033,"F","I","","IGR","shore","IGR-shore","chr16:89323280-89323661",TRUE,TRUE,"","","","NO"
"cg12448989",0.198043970812429,0.285382124058581,9.22852391503834,1.41513516586933e-18,1.62167889926918e-17,31.1400067822932,0.205587708634156,0.403631679446585,0.198043970812429,"13",77459329,"R","I","KCTD12","1stExon","island","1stExon-island","chr13:77459322-77461099",NA,NA,"","","","NO"
"cg13131185",0.206371198590194,0.424571692441843,9.22846811760338,1.42770719535545e-18,1.6338446452054e-17,31.1329812648847,0.341721941183006,NA,NA,"12",113914611,"R","I","","IGR","island","IGR-island","chr12:113914440-113914657",NA,NA,"","","","NO"
"cg21174533",0.117353104941714,0.0824993888831784,9.21201999462842,1.60796933279964e-18,1.83761638935817e-17,31.013794090478,0.0352163417464685,0.152569446688182,0.117353104941714,"14",102026555,"F","I","DIO3","TSS1500","island","TSS1500-island","chr14:102025989-102031567",NA,NA,"","","","NO"
"cg03062002",0.166003886438405,0.30066176467388,9.21059094771235,1.6258433058505e-18,1.85536444597593e-17,31.0028725501625,0.233776703633163,0.399780590071569,0.166003886438405,"17",40832009,"F","I","CCR10","Body","island","Body-island","chr17:40831682-40832452",NA,NA,"","","","NO"
"cg17783401",0.179109535604181,0.44036089239937,9.2104242346449,1.62794127232506e-18,1.85536444597593e-17,31.0015985125838,0.368195399898656,0.547304935502837,0.179109535604181,"8",54790518,"R","I","RGS20","Body","island","Body-island","chr8:54789581-54790665",TRUE,NA,"","","","NO"
"cg06557507",0.133580470169769,0.677401478105399,9.20984171818468,1.63529291852033e-18,1.86073567521743e-17,30.9971469841996,0.6235802207069,0.757160690876669,0.133580470169769,"17",42853611,"F","I","ADAM11","Body","island","Body-island","chr17:42852305-42853651",NA,NA,"","","","NO"
"cg24996179",0.137754875950193,0.119781423010635,9.20969823153742,1.63710883562941e-18,1.86073567521743e-17,30.9960505031177,0.0642782448365277,0.202033120786721,0.137754875950194,"2",233285607,"R","I","","IGR","island","IGR-island","chr2:233283397-233285959",NA,NA,"","","","NO"
"cg24217789",0.174566576149625,0.560269979756748,9.20822780250912,1.65583363591261e-18,1.87946116771929e-17,30.9848145835561,0.489934902958598,0.664501479108223,0.174566576149625,"6",29717384,"R","I","LOC285830","TSS1500","shore","TSS1500-shore","chr6:29716468-29717158",NA,NA,"","","rs12665401","NO"
"cg17649243",0.205840016635503,0.484912591879357,9.20128690802179,1.74712611552506e-18,1.98039234316097e-17,30.9317934385648,0.40197705119612,0.607817067831624,0.205840016635503,"6",143268771,"R","I","","IGR","island","IGR-island","chr6:143265719-143268791",NA,NA,"","","","NO"
"cg14785464",0.288433304529264,0.488490050824024,9.20349612387756,1.80657678157399e-18,2.04500574976547e-17,30.9059824667507,NA,NA,NA,"21",38362725,"F","I","HLCS","TSS200","island","TSS200-island","chr21:38362015-38362868",NA,NA,"high-CpG:37284351-37284750","","","NO"
"cg21463763",0.222658022821912,0.341956627514584,9.19550308508298,1.82699677665004e-18,2.06532220191264e-17,30.8876312655991,0.252244899872746,0.474902922694658,0.222658022821912,"20",3713341,"R","I","HSPA12B","TSS200","island","TSS200-island","chr20:3713159-3713515",NA,NA,"high-CpG:3661341-3661343","","","NO"
"cg23668805",0.172737187559696,0.218072708263875,9.18881323124776,1.92390084328237e-18,2.17192806010552e-17,30.8365740039474,0.148474715217978,0.321211902777674,0.172737187559696,"10",82168079,"R","I","C10orf58","TSS200","island","TSS200-island","chr10:82168064-82168917",TRUE,NA,"","","","NO"
"cg05835105",0.252508376996659,0.398496401750345,9.18692016545289,1.96846881513528e-18,2.21924271007289e-17,30.8148965135362,NA,0.549018426967332,NA,"4",111543401,"R","I","PITX2","Body","island","Body-island","chr4:111542062-111544464",NA,NA,"","","","NO"
