"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GBM_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg25045746",0.56233100904225,0.295502349900013,44.1194459265349,4.96372764942133e-146,3.34411135348918e-145,323.329972845587,0.0287967856114023,0.591127794653653,0.56233100904225,"2",98963768,"F","I","CNGA3","5'UTR","island","5'UTR-island","chr2:98962873-98964187",TRUE,NA,"","","","UP"
"cg25506797",0.633400982650943,0.36808787195526,44.1142346166556,5.1427765689448e-146,3.46194645100442e-145,323.294493901254,0.0676748344693844,0.701075817120327,0.633400982650943,"10",133850760,"R","I","","IGR","island","IGR-island","chr10:133849676-133850826",TRUE,NA,"","","","UP"
"cg25660386",0.524006170082192,0.299100383420873,44.1113394815336,5.24502945548915e-146,3.52793688173562e-145,323.274782372403,0.0505717427533194,0.574577912835511,0.524006170082192,"3",13009126,"F","I","IQSEC1","Body","island","Body-island","chr3:13008648-13009210",NA,NA,"high-CpG:12984073-12984257","","","UP"
"cg23001415",0.669420014781898,0.433769847599872,44.1098083947201,5.29992697398115e-146,3.56199436368773e-145,323.264357604303,0.116273497731886,0.785693512513784,0.669420014781898,"22",21311401,"R","I","","IGR","island","IGR-island","chr22:21311336-21312201",TRUE,TRUE,"high-CpG:19641388-19641512","","","UP"
"cg03921696",0.619347760377565,0.444240346642692,44.1072954853993,5.39127912410714e-146,3.62047795842372e-145,323.247247320484,0.150492551720762,0.769840312098326,0.619347760377565,"3",156848137,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","UP"
"cg06128448",0.607766265187413,0.354206602082947,44.0830857078521,6.35639568178181e-146,4.26516703016909e-145,323.082369417032,0.0659517448797738,0.673718010067186,0.607766265187413,"7",44144434,"R","I","AEBP1","1stExon","opensea","1stExon-opensea","",NA,NA,"","","","UP"
"cg03149128",0.613081008201719,0.429587538861685,44.1534570316516,6.58967298916789e-146,4.41814832676633e-145,323.050158760618,NA,0.751059815368604,NA,"1",61509260,"R","II","","IGR","island","IGR-island","chr1:61508642-61509282",NA,TRUE,"","","","UP"
"cg14567593",0.622680990771592,0.392327134591388,44.0472795074492,8.11030862348624e-146,5.43332143068196e-145,322.838400286733,0.0969984361111466,0.719679426882739,0.622680990771592,"19",13265338,"R","II","IER2","3'UTR","shore","3'UTR-shore","chr19:13266389-13267030",TRUE,NA,"","","","UP"
"cg04185037",0.628234672127851,0.335749066164987,44.0113954698099,1.03550842755148e-145,6.93160048378613e-145,322.593762894727,0.0377863359557777,0.666021008083629,0.628234672127851,"6",159239164,"F","II","EZR","1stExon","island","1stExon-island","chr6:159239081-159240775",NA,NA,"","rs79686763","","UP"
"cg01514356",0.617447445977257,0.45148118155452,43.9973762073503,1.13927259898961e-145,7.62008269972717e-145,322.498149840134,0.158634678605307,0.776082124582563,0.617447445977257,"8",142981853,"R","I","","IGR","shelf","IGR-shelf","chr8:142984423-142984653",NA,NA,"","","","UP"
"cg01884681",0.563168071638437,0.578086577264442,43.9924611259009,1.17806808943875e-145,7.87326465533704e-145,322.46462340006,0.310984006144498,0.874152077782935,0.563168071638436,"17",70339149,"R","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","","","UP"
"cg22644320",0.579003310410272,0.594013785919034,44.0620675000964,1.22502149269819e-145,8.18051922462085e-145,322.429368064711,NA,0.897617240947916,NA,"17",78808187,"R","I","RPTOR","Body","opensea","Body-opensea","",TRUE,NA,"","","","UP"
"cg13775299",0.591088760437051,0.321368601209981,43.9788093570772,1.29291249453459e-145,8.62698960011337e-145,322.371489220539,0.0410236462598367,0.632112406696888,0.591088760437052,"9",131937583,"R","I","","IGR","island","IGR-island","chr9:131936269-131941021",NA,NA,"","","","UP"
"cg25646005",0.621924565102688,0.437098314566644,44.9636928138419,1.71205042961682e-145,1.1405477901929e-144,322.142807183585,NA,NA,NA,"3",1555473,"R","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","","","UP"
"cg20866711",0.594589373504742,0.41934222788932,43.9399940028997,1.68453530297103e-145,1.12311316209258e-144,322.106576367478,0.137336982169928,0.73192635567467,0.594589373504742,"17",47647861,"F","II","","IGR","shore","IGR-shore","chr17:47647376-47647660",NA,NA,"","","","UP"
"cg18713809",0.624019886568224,0.329066603006242,44.0109641681486,1.73336014887554e-145,1.15382395886106e-144,322.081843790039,NA,0.656274738370096,NA,"22",18923876,"F","I","PRODH","TSS200","shore","TSS200-shore","chr22:18923470-18923840",TRUE,NA,"","","rs3841531","UP"
"cg15835396",0.593943295089489,0.404034536978095,44.0072926134873,1.77714908221718e-145,1.18203052809254e-144,322.056864893475,NA,0.715471852168286,NA,"7",128809228,"F","II","","IGR","island","IGR-island","chr7:128809089-128809393",NA,TRUE,"","","","UP"
"cg24733497",0.587999229930054,0.378876630616529,43.8970202514836,2.25831052844725e-145,1.50086922471347e-144,321.813093804757,0.0999969958497036,0.687996225779758,0.587999229930054,"22",50356079,"F","II","PIM3","Body","island","Body-island","chr22:50353596-50357215",NA,NA,"","","","UP"
"cg05491852",0.534716164563788,0.311026467656605,43.8779691508385,2.57186001193248e-145,1.70789495545978e-144,321.682923733976,0.0574182296063511,0.592134394170139,0.534716164563788,"1",3663832,"F","II","KIAA0495","1stExon","island","1stExon-island","chr1:3662963-3664085",NA,NA,"","","","UP"
"cg19466178",0.56204932030423,0.287791963321893,43.8773960664547,2.5819397041778e-145,1.7132267107785e-144,321.679007426894,0.0212199999776013,0.583269320281831,0.56204932030423,"19",42721812,"R","I","DEDD2","1stExon","island","1stExon-island","chr19:42720826-42722132",NA,NA,"high-CpG:47413642-47413752","","","UP"
"cg20190772",0.620014120765819,0.389198145772966,43.9489642936293,2.64204022265674e-145,1.75171460476781e-144,321.659842665771,NA,0.714305836604326,NA,"8",48572496,"R","II","KIAA0146","Body","opensea","Body-opensea","",NA,NA,"","","","UP"
"cg09093388",0.51781385754855,0.265496955040932,43.8615979961776,2.87595233442153e-145,1.90528991290701e-144,321.571033677363,0.0199052397464771,0.537719097295027,0.51781385754855,"15",65067381,"F","I","RBPMS2","Body","island","Body-island","chr15:65066916-65068352",TRUE,NA,"","","","UP"
"cg21082868",0.627777863214949,0.478038833709896,44.7824588806008,3.25452095960092e-145,2.15437940542838e-144,321.495020730576,NA,NA,NA,"6",22828849,"R","II","","IGR","opensea","IGR-opensea","",TRUE,TRUE,"","","","UP"
"cg00911123",0.548534571265701,0.345278126977684,43.8017149496016,4.32931370974283e-145,2.86358564775864e-144,321.161512041989,0.0851160160345232,0.633650587300224,0.548534571265701,"14",29226326,"F","II","","IGR","opensea","IGR-opensea","",NA,NA,"","","","UP"
"cg04920527",0.658564411045396,0.501870008634613,45.6371483250095,5.788366432907e-145,3.82563395415388e-144,320.964472440229,NA,NA,NA,"1",153505651,"R","I","","IGR","shelf","IGR-shelf","chr1:153508424-153508840",NA,TRUE,"","","","UP"
"cg02742906",0.596249332032171,0.389714316710947,43.7525137669455,6.06031212941854e-145,4.00220138570455e-144,320.824751175117,0.106921776375688,0.703171108407859,0.596249332032171,"13",112758625,"R","I","","IGR","island","IGR-island","chr13:112758598-112760491",NA,NA,"","","","UP"
"cg10821845",0.605647520298216,0.386557573468854,43.7228557169289,7.42340176767987e-145,4.89850698003141e-144,320.621628473736,0.0993076066988425,0.704955126997059,0.605647520298216,"8",144241104,"R","I","LY6H","Body","island","Body-island","chr8:144240761-144242113",TRUE,NA,"","","","UP"
"cg05165025",0.61903685513851,0.372331546394279,43.9369035428813,7.99402077540357e-145,5.2708799966631e-144,320.559328706202,NA,NA,NA,"14",74253312,"R","II","C14orf43","5'UTR","shore","5'UTR-shore","chr14:74253387-74254188",NA,NA,"","","","UP"
"cg17294237",0.479764408486393,0.258581554817057,43.7090132163146,8.16094163956867e-145,5.37669609281993e-144,320.526791154095,0.0310361496492254,0.510800558135618,0.479764408486393,"8",18871478,"R","I","PSD3","TSS1500","island","TSS1500-island","chr8:18871072-18872046",NA,NA,"","","","UP"
"cg22238152",0.636706683515201,0.324637822712234,43.6947164687115,8.99988429421174e-145,5.92474652433766e-144,320.428819990115,0.0226569385307383,0.659363622045939,0.636706683515201,"13",21635828,"F","I","LATS2","TSS200","island","TSS200-island","chr13:21634519-21635907",NA,NA,"","rs76311929","","UP"
"cg20835282",0.571788462375609,0.34680841068123,43.7434484057405,1.07149713107291e-144,7.04825750628588e-144,320.25804954572,NA,0.64662872189824,NA,"3",49314454,"F","II","C3orf62","1stExon","island","1stExon-island","chr3:49314437-49314815",TRUE,TRUE,"","","","UP"
"cg04346572",0.613519608584178,0.368698724735952,43.6606306644579,1.13656572288542e-144,7.47039342957107e-144,320.195151495844,0.0777151389503133,0.691234747534492,0.613519608584179,"20",17512294,"F","II","BFSP1","Body","shore","Body-shore","chr20:17511478-17512209",TRUE,NA,"","","","UP"
"cg17469359",0.566628950943936,0.567991145502518,43.6312446221876,1.390018675428e-144,9.12910064035024e-144,319.993600486326,0.299247128769108,0.865876079713045,0.566628950943936,"7",39393612,"F","I","POU6F2","Body","opensea","Body-opensea","",NA,TRUE,"","","","UP"
"cg15207422",0.604380893761742,0.467255845787842,43.6268844700622,1.43217444932124e-144,9.39857450874287e-144,319.963687412375,0.180606621889415,0.784987515651158,0.604380893761742,"19",19280969,"F","II","LOC729991-MEF2B","Body","shore","Body-shore","chr19:19280998-19281560",NA,NA,"","","","UP"
"cg04814450",0.555061004142635,0.34381898449734,43.59243611607,1.81359954619496e-144,1.18923160195547e-143,319.727280181042,0.0805614796754044,0.63562248381804,0.555061004142635,"16",72821665,"F","II","ZFHX3","Body","shore","Body-shore","chr16:72821140-72821592",TRUE,TRUE,"high-CpG:71379052-71379175","rs62639991","","UP"
"cg27259271",0.589962947601056,0.424833153079449,43.574300707603,2.05375692855109e-144,1.34565375538163e-143,319.602771487921,0.145022155074377,0.734985102675433,0.589962947601056,"1",243646395,"R","II","SDCCAG8","Body","island","Body-island","chr1:243646394-243646888",NA,TRUE,"","","","UP"
"cg14409958",0.667739532951276,0.461666616239953,45.1345865245044,2.6051875491492e-144,1.70562200514047e-143,319.44566879802,NA,NA,NA,"8",120651652,"R","II","ENPP2","TSS1500","opensea","TSS1500-opensea","",NA,TRUE,"","","","UP"
"cg24479590",0.633613515168104,0.328734112128344,43.6027684302162,2.80124879486058e-144,1.83254756713119e-143,319.295869382491,NA,0.660972717503023,NA,"17",7348322,"R","I","CHRNB1","TSS200","island","TSS200-island","chr17:7348274-7348830",TRUE,NA,"","","","UP"
"cg05106770",0.67013125043557,0.427942922125038,52.6300614896901,4.07277106581059e-144,2.64571768925207e-143,319.291254703576,NA,NA,NA,"4",128545193,"R","II","","IGR","shore","IGR-shore","chr4:128544031-128544903",TRUE,NA,"","","","UP"
"cg17031787",0.518160576621323,0.669938904220648,43.5211109240563,2.95827405012701e-144,1.93287913462682e-143,319.237391429981,0.424182745023106,0.942343321644429,0.518160576621323,"6",32049235,"R","I","TNXB","Body","shelf","Body-shelf","chr6:32046815-32047094",TRUE,TRUE,"","","","UP"
"cg17896573",0.547032616975278,0.314175370124323,43.5210631648722,2.95924397077771e-144,1.93287913462682e-143,319.237063216925,0.0547256146446196,0.601758231619898,0.547032616975278,"19",34175278,"F","II","CHST8","5'UTR","shore","5'UTR-shore","chr19:34175344-34175768",TRUE,NA,"","","","UP"
"cg16988072",0.676132614150837,0.382539623453619,43.5851897612741,3.15913422016402e-144,2.06182869337893e-143,319.175489924163,NA,0.737073343767668,NA,"17",41791475,"F","I","","IGR","island","IGR-island","chr17:41791110-41791476",TRUE,TRUE,"","","","UP"
"cg23890800",0.58078485459831,0.311212309803887,43.5767311180256,3.34733466755795e-144,2.18295345923334e-143,319.1175528761,NA,0.615749926971483,NA,"12",133066061,"R","I","FBRSL1","TSS1500","island","TSS1500-island","chr12:133065843-133066393",NA,NA,"","","","UP"
"cg15970666",0.628702495931702,0.377092463724211,43.5009911156784,3.39643995555987e-144,2.21324956230477e-143,319.09910118216,0.0789078513680325,0.707610347299735,0.628702495931702,"2",162095662,"F","I","","IGR","island","IGR-island","chr2:162094460-162096195",TRUE,NA,"","rs2951742","","UP"
"cg10576725",0.578110173194524,0.327708919943789,43.4936819839928,3.57124972810757e-144,2.32534842000083e-143,319.048852177322,0.0535195235143857,0.63162969670891,0.578110173194524,"14",23306974,"R","I","MMP14","Body","island","Body-island","chr14:23305893-23307013",NA,NA,"","","","UP"
"cg15890143",0.630227335079473,0.419025446073312,43.4833142243514,3.83479208630369e-144,2.49500413465585e-143,318.977565699016,0.120117624292762,0.750344959372235,0.630227335079473,"14",77736904,"R","I","NGB","Body","island","Body-island","chr14:77736733-77737772",NA,TRUE,"","","","UP"
"cg12507125",0.594707714964296,0.388451454733529,43.4795836575884,3.93431734297872e-144,2.55776553176998e-143,318.951912273863,0.106390081350463,0.701097796314759,0.594707714964297,"3",149375528,"R","II","WWTR1","5'UTR","island","5'UTR-island","chr3:149374709-149376300",NA,NA,"","","","UP"
"cg22705746",0.621598430853535,0.550481727927634,43.4413109425527,5.11761193267871e-144,3.32187490952587e-143,318.68864083829,0.255666472151386,0.87726490300492,0.621598430853535,"1",203320506,"R","II","FMOD","TSS1500","opensea","TSS1500-opensea","",TRUE,NA,"","","","UP"
"cg11887884",0.618798869896498,0.374755305951475,43.487118843332,6.18226699857208e-144,4.00983373494342e-143,318.503282661623,NA,0.699225773547633,NA,"17",79486500,"R","I","","IGR","island","IGR-island","chr17:79485599-79486913",TRUE,NA,"","","","UP"
"cg09908110",0.637694229045827,0.435074323912344,43.4091756423182,6.38271933198216e-144,4.13663594254298e-143,318.467464783364,0.132625060993466,0.770319290039293,0.637694229045827,"11",63828713,"R","II","MACROD1","Body","opensea","Body-opensea","",NA,TRUE,"","","","UP"
"cg23731030",0.631681699883576,0.413692624616207,43.4007533063679,6.76329401672562e-144,4.3798882337772e-143,318.409478228746,0.114095018385711,0.745776718269287,0.631681699883576,"17",37856217,"R","II","ERBB2","5'UTR","shore","5'UTR-shore","chr17:37856448-37856891",TRUE,NA,"","","","UP"
"cg16709232",0.566157962727976,0.347123472486568,43.3814957331019,7.72114599494372e-144,4.99631709076374e-143,318.276863677038,0.0786028387355851,0.64476080146356,0.566157962727975,"17",72322154,"R","I","KIF19","TSS200","island","TSS200-island","chr17:72321948-72322461",NA,NA,"","","rs34384772","UP"
"cg11990562",0.565463001574746,0.34057902679107,43.379004385858,7.85461387347472e-144,5.07874955874673e-143,318.259704421729,0.0723880031870475,0.637851004761794,0.565463001574746,"11",67806526,"R","I","TCIRG1","1stExon","island","1stExon-island","chr11:67806251-67806611",NA,NA,"high-CpG:67563027-67563127","","","UP"
"cg08719777",0.582017640922294,0.365031894771375,43.4342811005372,8.88033739949624e-144,5.73753585733887e-143,318.140685211348,NA,0.670215929982779,NA,"2",173941406,"R","II","ZAK","5'UTR","shore","5'UTR-shore","chr2:173940414-173941271",TRUE,NA,"","","","UP"
"cg22171829",0.594089840749627,0.403580403035979,43.3576787392313,9.09596295318568e-144,5.87230869481555e-143,318.112795548094,0.121812078566156,0.715901919315782,0.594089840749626,"7",95225520,"R","II","PDK4","1stExon","island","1stExon-island","chr7:95225503-95226194",TRUE,TRUE,"","","","UP"
"cg02104162",0.626127563277867,0.493801143152785,43.8756916762632,9.48047289753159e-144,6.11582012246941e-143,318.098790435026,NA,0.816904871141656,NA,"6",4610716,"F","II","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","UP"
"cg18943693",0.567199261670315,0.289187963889806,43.3485744520941,9.68411684996426e-144,6.24236976578715e-143,318.050062543807,0.0201734569261708,0.587372718596485,0.567199261670315,"1",155043561,"F","I","","IGR","island","IGR-island","chr1:155043412-155043922",NA,TRUE,"","","","UP"
"cg08447324",0.623128013671901,0.375869926369589,43.4177874652394,9.94380984692104e-144,6.40482555598908e-143,318.027436123223,NA,0.702610403452564,NA,"19",51170816,"R","I","SHANK1","Body","island","Body-island","chr19:51169659-51172023",NA,TRUE,"","","","UP"
"cg15703636",0.592907569389487,0.352737542667431,43.34171086352,1.01525896525922e-143,6.5342630167762e-143,318.002763089785,0.0715299526141309,0.664437522003619,0.592907569389488,"6",56112498,"F","II","COL21A1","TSS200","shore","TSS200-shore","chr6:56112188-56112444",NA,NA,"","rs79965548","","UP"
"cg17497965",0.68249819804124,0.373440028166887,46.3657929422713,1.19416653260668e-143,7.66210999492798e-143,317.995099942723,NA,NA,NA,"6",17282606,"R","I","RBM24","TSS1500","shore","TSS1500-shore","chr6:17280739-17282334",NA,NA,"","","","UP"
"cg25533096",0.584684509138797,0.336318984414052,43.3289158744549,1.1087403868957e-143,7.13042124105207e-143,317.914574538865,0.0590114743653655,0.643695983504162,0.584684509138797,"7",75932911,"F","II","HSPB1","Body","island","Body-island","chr7:75931704-75932978",NA,NA,"high-CpG:75770801-75770991","","","UP"
"cg07094915",0.572776254869837,0.387293223840565,43.3277085592951,1.11799474572694e-143,7.18440623523295e-143,317.906252285166,0.115633628673728,0.688409883543565,0.572776254869837,"7",27279101,"F","I","","IGR","island","IGR-island","chr7:27278945-27279469",NA,NA,"","","","UP"
"cg11612694",0.53706005949369,0.313873335096402,43.327095890605,1.12272057011574e-143,7.20922954861407e-143,317.902028982331,0.0591534211651092,0.596213480658799,0.53706005949369,"2",11828738,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","UP"
"cg05970311",0.536224173985293,0.368244957620459,43.3154925036269,1.21610161853203e-143,7.79686333170879e-143,317.822035758105,0.113921492244577,0.65014566622987,0.536224173985294,"3",10749977,"R","I","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","UP"
