"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ASTRO_AVG","GBM_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg21512644",-0.459972755507121,0.300672423336843,-32.1008546594524,6.77655710231524e-117,2.33064462876663e-116,256.006299831669,0.497497974530587,0.0375252190234664,-0.459972755507121,"4",156130016,"R","I","NPY2R","5'UTR","island","5'UTR-island","chr4:156129168-156130209",NA,NA,"","","","DOWN"
"cg04112961",-0.601771182328425,0.434855202357396,-32.2034743929403,7.16257707333358e-117,2.46239378068431e-116,255.962058981508,NA,NA,NA,"1",8014573,"F","I","","IGR","island","IGR-island","chr1:8013993-8014651",TRUE,NA,"","","","DOWN"
"cg23795217",-0.561321922338302,0.362395506036699,-32.0915418565093,7.40700520370462e-117,2.54537727156513e-116,255.917278493671,0.602589072804717,0.0412671504664141,-0.561321922338303,"12",54812000,"F","I","ITGA5","Body","island","Body-island","chr12:54811981-54812202",NA,NA,"","","","DOWN"
"cg23286646",-0.533930360265218,0.458954618057112,-32.0887904848643,7.60426786583162e-117,2.61209102595219e-116,255.890976049171,0.687427144310136,0.153496784044918,-0.533930360265218,"21",38120350,"F","I","SIM2","Body","island","Body-island","chr21:38119793-38120742",TRUE,NA,"","","","DOWN"
"cg13274077",-0.517323319140569,0.388066594118723,-32.0634370663572,9.68860359082791e-117,3.32669931762336e-116,255.64856043937,0.609432851611432,0.0921095324708621,-0.51732331914057,"2",121334614,"F","I","","IGR","island","IGR-island","chr2:121334308-121334801",TRUE,NA,"","","","DOWN"
"cg26855801",-0.493785739365739,0.421573404518177,-32.0608498222163,9.9311338428055e-117,3.40857403955617e-116,255.623818246455,0.632867767409564,0.139082028043824,-0.49378573936574,"2",45176983,"F","I","","IGR","island","IGR-island","chr2:45176728-45177264",NA,TRUE,"","","","DOWN"
"cg21853510",-0.549818140284013,0.595902536987103,-32.110964680866,1.02817933118559e-116,3.527478493932e-116,255.594672615259,NA,NA,NA,"17",80285525,"R","I","SECTM1","5'UTR","opensea","5'UTR-opensea","",NA,TRUE,"","","rs80239757","DOWN"
"cg07037371",-0.487948191085006,0.385307256588739,-32.0465469612081,1.13858456919981e-116,3.90465332146766e-116,255.487023300493,0.594103691843719,0.106155500758711,-0.487948191085008,"4",112709384,"F","I","","IGR","opensea","IGR-opensea","",NA,TRUE,"","rs60226080","","DOWN"
"cg02460251",-0.532116100300263,0.513602135024799,-32.045449232225,1.15059385224705e-116,3.94421872863021e-116,255.476523415931,0.741298326781191,0.209182226480928,-0.532116100300263,"5",176107427,"R","I","","IGR","island","IGR-island","chr5:176107068-176107521",NA,NA,"","","","DOWN"
"cg10678427",-0.566870385603885,0.584055701232799,-32.0426542517659,1.18174700215478e-116,4.04934965381501e-116,255.449788498388,0.826623494142368,0.259753108538483,-0.566870385603886,"3",127176163,"R","I","","IGR","shore","IGR-shore","chr3:127174375-127174944",NA,NA,"","","","DOWN"
"cg02048645",-0.535914065532323,0.564323858904951,-32.0679902756382,1.19798468916577e-116,4.10330631131237e-116,255.439198951999,0.79293055818797,NA,NA,"17",49199316,"R","II","SPAG9","TSS1500","shore","TSS1500-shore","chr17:49197522-49198474",TRUE,NA,"","","","DOWN"
"cg25532925",-0.460674101721602,0.290502119599661,-32.0255535924861,1.39162212915781e-116,4.76459478155096e-116,255.286194450364,0.487627781731696,0.0269536800100927,-0.460674101721603,"17",47647473,"R","I","","IGR","island","IGR-island","chr17:47647376-47647660",NA,NA,"","","","DOWN"
"cg16262559",-0.534351746731518,0.555717919745007,-32.0221186554404,1.4380831920478e-116,4.92164972813082e-116,255.253329745427,0.784370760206866,0.250019013475348,-0.534351746731519,"4",1535729,"F","II","","IGR","shore","IGR-shore","chr4:1534542-1534987",NA,NA,"","","","DOWN"
"cg14346208",-0.533680219338575,0.432942469494457,-32.0205303985185,1.46008804340321e-116,4.99491216813695e-116,255.238133178636,0.661307958699801,0.127627739361224,-0.533680219338577,"11",35547548,"R","I","PAMR1","TSS1500","shore","TSS1500-shore","chr11:35547139-35547396",TRUE,NA,"","","","DOWN"
"cg17854454",-0.537374732480497,0.421276018951317,-32.0365938589101,1.6164404376724e-116,5.52752493504511e-116,255.139396348528,0.650505799939502,NA,NA,"5",77140243,"R","II","","IGR","shore","IGR-shore","chr5:77140542-77140914",NA,TRUE,"","","","DOWN"
"cg18376288",-0.55148940545708,0.413273111115863,-32.1664844928596,1.7103936053239e-116,5.8464108751538e-116,255.09842655289,0.644794606803033,NA,NA,"1",8181555,"F","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","rs4908731","","DOWN"
"cg13504993",-0.437700676531393,0.404848285522273,-31.9865353779403,2.02102093516531e-116,6.90536151017219e-116,254.912793116026,0.592143458735707,0.154442782204313,-0.437700676531394,"10",134122291,"R","I","STK32C","TSS1500","island","TSS1500-island","chr10:134120447-134122422",NA,NA,"","","","DOWN"
"cg16114434",-0.615574332419826,0.514373405126529,-33.6962166445396,2.55756878076301e-116,8.73147919676917e-116,254.862540152038,NA,NA,NA,"2",206550819,"F","II","NRP2","Body","island","Body-island","chr2:206549599-206551316",TRUE,NA,"","","","DOWN"
"cg11590053",-0.629327496644835,0.448223591004324,-32.1962816526037,2.17759408548008e-116,7.43729394525781e-116,254.861217460452,NA,NA,NA,"6",41343459,"R","I","","IGR","shore","IGR-shore","chr6:41340667-41342543",NA,NA,"","","","DOWN"
"cg17552357",-0.506086915163257,0.739131865000141,-31.9541181879867,2.75591554746183e-116,9.40478696221247e-116,254.602423319817,0.955689986837443,0.449603071674182,-0.506086915163261,"17",76932332,"R","I","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","DOWN"
"cg23736843",-0.51964090527582,0.391274044224972,-31.991889120259,3.19692173829745e-116,1.09053018381939e-115,254.459449041,NA,NA,NA,"12",113541915,"R","I","RASAL1","Body","island","Body-island","chr12:113541697-113542086",NA,NA,"","rs12427427","","DOWN"
"cg04185037",-0.514649684749529,0.332213830021787,-31.9374968440188,3.23109582712391e-116,1.10173773631809e-115,254.443237503087,0.552436020705307,0.0377863359557777,-0.514649684749529,"6",159239164,"F","II","EZR","1stExon","island","1stExon-island","chr6:159239081-159240775",NA,NA,"","rs79686763","","DOWN"
"cg18894440",-0.54465773103384,0.656490457000854,-31.9898847632741,3.25860124165493e-116,1.11066318942412e-115,254.440898123014,0.88809724916945,NA,NA,"8",76321233,"R","II","","IGR","shore","IGR-shore","chr8:76319450-76320196",NA,NA,"","","","DOWN"
"cg24393673",-0.560669415144535,0.492660700208466,-31.9082975173188,4.27314101913782e-116,1.45586541899989e-115,254.163509266441,0.732575054595895,0.171905639451359,-0.560669415144535,"1",102312610,"R","I","OLFM3","Body","opensea","Body-opensea","",NA,NA,"","","","DOWN"
"cg20585869",0.428415940943088,0.214923488909941,31.9078006107337,4.29352031000712e-116,1.46221233876068e-115,254.15874803446,0.0316013188319693,0.460017259775055,0.428415940943085,"8",24772333,"F","I","NEFM","TSS200","island","TSS200-island","chr8:24770908-24772547",TRUE,NA,"","","","UP"
"cg26011014",-0.585907149654371,0.446566517344277,-31.9060114718899,4.3677064250091e-116,1.48687120923089e-115,254.141604716614,0.697280274405683,0.111373124751311,-0.585907149654372,"1",40783003,"R","I","COL9A2","TSS200","island","TSS200-island","chr1:40782220-40783145",NA,NA,"high-CpG:40555481-40555965","","","DOWN"
"cg07190763",-0.501918278702073,0.442639947609092,-31.9304345182078,4.45526674705158e-116,1.51606103482154e-115,254.124804375475,0.656744947614872,NA,NA,"13",114894582,"R","I","RASA3","Body","shelf","Body-shelf","chr13:114897358-114898516",TRUE,TRUE,"","","","DOWN"
"cg22881914",-0.576594752183536,0.561245640150047,-31.9232185987235,4.7733629943947e-116,1.62364309670901e-115,254.055790599115,0.807205639333235,NA,NA,"14",52536147,"R","II","NID2","TSS1500","island","TSS1500-island","chr14:52534581-52536722",TRUE,NA,"","","","DOWN"
"cg03862225",-0.394962136960049,0.251193847340804,-31.8879806238094,5.1908910554913e-116,1.76494521276249e-115,253.968813724447,0.420200901295802,0.0252387643357529,-0.394962136960049,"10",126850454,"F","I","CTBP2","TSS1500","island","TSS1500-island","chr10:126847224-126851327",NA,NA,"","rs57592469","","DOWN"
"cg20180843",-0.526265888877317,0.358534956172424,-31.8845266889026,5.36547808464741e-116,1.82356403251198e-115,253.935709933414,0.583727801645509,0.0574619127681916,-0.526265888877317,"7",100091181,"R","II","C7orf51","Body","island","Body-island","chr7:100091180-100091598",TRUE,NA,"","","","DOWN"
"cg18145937",-0.511194003912997,0.636563540591823,-31.8753708540864,5.85726398837073e-116,1.9898976559109e-115,253.84795007033,0.85530702133599,0.34411301742299,-0.511194003913,"5",132010740,"F","I","IL4","Body","opensea","Body-opensea","",TRUE,NA,"","rs2243253","","DOWN"
"cg22600868",-0.383089777756043,0.251915094946516,-31.8752016966239,5.86676239422123e-116,1.99231435127334e-115,253.846328579158,0.415841883567707,0.0327521058116633,-0.383089777756043,"3",126108097,"R","I","","IGR","island","IGR-island","chr3:126108019-126108488",NA,TRUE,"","","","DOWN"
"cg20823742",-0.519807043339279,0.404726207180447,-31.8683116663679,6.2670412524041e-116,2.12738165878033e-115,253.780279949766,0.627155267586093,0.107348224246813,-0.51980704333928,"2",136875917,"R","II","CXCR4","TSS200","shore","TSS200-shore","chr2:136876711-136877051",TRUE,NA,"","","","DOWN"
"cg02878891",-0.588185959600583,0.567030367869226,-31.86687657741,6.35379435914539e-116,2.15595443039401e-115,253.766522301305,0.818719243605291,0.230533284004706,-0.588185959600585,"2",102090444,"R","I","RFX8","5'UTR","island","5'UTR-island","chr2:102090370-102091130",TRUE,TRUE,"","","","DOWN"
"cg26930448",-0.60475751781869,0.384513797270196,-32.2704701682646,6.94091195092468e-116,2.35421755737007e-115,253.717735975673,NA,NA,NA,"1",218337485,"F","I","","IGR","shore","IGR-shore","chr1:218337780-218339033",NA,NA,"","","","DOWN"
"cg26621790",-0.52485746915908,0.468333352099902,-31.857131168406,6.9755940274378e-116,2.36502079972465e-115,253.673090237576,0.692923524949369,0.168066055790288,-0.524857469159081,"13",95655083,"F","I","","IGR","shore","IGR-shore","chr13:95655108-95655517",NA,NA,"","","","DOWN"
"cg08859095",-0.489475188532069,0.31979381275565,-31.8561263096634,7.04307687579693e-116,2.38693161137556e-115,253.663455715097,0.529243660871698,0.0397684723396286,-0.48947518853207,"1",32827824,"R","I","LOC100128071","1stExon","island","1stExon-island","chr1:32826944-32828017",TRUE,TRUE,"","","","DOWN"
"cg16206504",-0.534625339609087,0.610858480898333,-31.8402768989245,8.19821020061081e-116,2.77666405821309e-115,253.511476486662,0.839628393661291,0.305003054052204,-0.534625339609088,"13",114917223,"R","I","","IGR","shelf","IGR-shelf","chr13:114912875-114913457",TRUE,NA,"","","","DOWN"
"cg07392897",-0.543494605490836,0.335365951758894,-31.8402579247889,8.1997010194059e-116,2.77666405821309e-115,253.511294526483,0.567931085271252,0.0244364797804163,-0.543494605490836,"7",32996733,"F","I","FKBP9","TSS1500","island","TSS1500-island","chr7:32996732-32997591",NA,NA,"","rs10238528","","DOWN"
"cg26040903",-0.506568267209143,0.52464411801158,-31.8128384928121,1.06643368583122e-115,3.60980024774475e-115,253.24829949757,0.741408213747586,0.234839946538443,-0.506568267209143,"10",118502872,"F","I","HSPA12A","TSS1500","shore","TSS1500-shore","chr10:118500868-118502706",NA,NA,"","","rs77226932","DOWN"
"cg24690231",-0.541430645965314,0.505909045764429,-31.8366449317309,1.09238164370493e-115,3.69613456926325e-115,253.227301901427,0.736868971665718,NA,NA,"1",18437431,"R","I","IGSF21","Body","island","Body-island","chr1:18436551-18437673",NA,NA,"","","","DOWN"
"cg11270070",-0.483896648804807,0.40418285611169,-31.8059757726049,1.13895534824419e-115,3.85215910090362e-115,253.182461182412,0.611245608158399,0.127348959353591,-0.483896648804808,"3",50383118,"R","I","ZMYND10","1stExon","island","1stExon-island","chr3:50382889-50383310",TRUE,NA,"high-CpG:50358094-50358180","","","DOWN"
"cg04543413",-0.4791173223257,0.366727126868218,-31.8047204897345,1.15274518873054e-115,3.89722108727437e-115,253.170417865646,0.571744771770378,0.0926274494446769,-0.479117322325701,"12",25055676,"R","I","BCAT1","Body","island","Body-island","chr12:25055599-25056246",NA,TRUE,"","","","DOWN"
"cg12210286",-0.42094246498453,0.302390355886921,-31.7912666739172,1.31146327595877e-115,4.43202435572797e-115,253.041328637681,0.482514573461697,0.061572108477166,-0.42094246498453,"19",40732316,"F","I","CNTD2","1stExon","island","1stExon-island","chr19:40732075-40732665",TRUE,TRUE,"","","","DOWN"
"cg02638691",-0.466318235133978,0.406813996264353,-31.7900278415064,1.3271353330899e-115,4.48317370506794e-115,253.029440959216,0.606354822461218,0.14003658732724,-0.466318235133978,"1",209849185,"R","I","G0S2","Body","island","Body-island","chr1:209848443-209849428",TRUE,NA,"","","","DOWN"
"cg27180868",-0.525618688816245,0.597486851079205,-31.786250809971,1.37608428220199e-115,4.64664838056405e-115,252.993195905924,0.822402755130808,0.296784066314562,-0.525618688816246,"1",161008750,"F","I","TSTD1","5'UTR","island","5'UTR-island","chr1:161008377-161008830",TRUE,NA,"","rs78929979","","DOWN"
"cg11032208",-0.494673194927588,0.338644085360451,-31.7776775310023,1.49400507876983e-115,5.04279532446188e-115,252.910918863996,0.550318196678303,0.0556450017507141,-0.494673194927589,"5",95997736,"F","II","CAST","TSS1500","island","TSS1500-island","chr5:95997717-95999117",NA,NA,"high-CpG:96023479-96023976","","","DOWN"
"cg12486493",-0.555170711851372,0.65168154256477,-32.235138110066,1.64611222981211e-115,5.55396670753244e-115,252.865895067,NA,NA,NA,"15",99417267,"R","I","IGF1R","Body","opensea","Body-opensea","",TRUE,TRUE,"","","","DOWN"
"cg20130571",-0.575875913954733,0.621010641504415,-32.3094741286039,1.85936688274319e-115,6.27095314430223e-115,252.753945410751,NA,NA,NA,"3",35974541,"R","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","","","DOWN"
"cg14433247",-0.383210112463657,0.247685341527315,-31.754765258658,1.86122451417924e-115,6.27468506515471e-115,252.69098836745,0.411663622209438,0.0284535097457801,-0.383210112463658,"12",14923044,"R","I","","IGR","island","IGR-island","chr12:14922877-14923974",NA,NA,"","","","DOWN"
"cg21885317",-0.582221152004405,0.681274625844657,-31.8009073029692,1.97905069571239e-115,6.66921722952048e-115,252.635693346121,0.92885464842597,NA,NA,"8",124248094,"F","I","C8orf76","Body","opensea","Body-opensea","",NA,NA,"","","","DOWN"
"cg13487666",-0.528852895920231,0.420204729553302,-31.7373409909546,2.19989621277978e-115,7.41045683933962e-115,252.52369397017,0.646504573388937,0.117651677468705,-0.528852895920232,"9",127021157,"R","I","NEK6","5'UTR","shore","5'UTR-shore","chr9:127020249-127020741",TRUE,NA,"","","","DOWN"
"cg04197086",-0.485361444402315,0.733353886808852,-31.7292060448495,2.37850633384432e-115,8.00888428574585e-115,252.44557600351,0.941043435111239,0.455681990708922,-0.485361444402317,"13",112626876,"R","I","","IGR","shore","IGR-shore","chr13:112627428-112627642",NA,NA,"","","","DOWN"
"cg12743460",-0.504498396817597,0.359164727622688,-31.7276747311198,2.41371727362943e-115,8.1241716776391e-115,252.430870271049,0.575043111377195,0.0705447145595972,-0.504498396817597,"12",4140740,"R","II","","IGR","island","IGR-island","chr12:4140520-4141052",NA,NA,"","","","DOWN"
"cg12883629",-0.621443322818957,0.54594612787884,-31.7756331957368,2.51985412292012e-115,8.47799490248677e-115,252.393362035076,NA,NA,NA,"6",25042497,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","DOWN"
"cg27045062",-0.4744409467151,0.463826599597729,-31.7202597659337,2.59174116227187e-115,8.71634688793044e-115,252.359657829533,0.666843190750238,0.192402244035136,-0.474440946715102,"1",155054711,"F","I","EFNA3","Body","island","Body-island","chr1:155051155-155055291",NA,NA,"","rs11264311","","DOWN"
"cg26107890",-0.603595949831416,0.549444545243277,-31.7118918649595,2.80848490798363e-115,9.4414820608834e-115,252.27928558287,0.807727463310674,0.204131513479257,-0.603595949831417,"3",124860686,"R","I","SLC12A8","Body","island","Body-island","chr3:124860569-124861019",TRUE,NA,"","","","DOWN"
"cg16016176",-0.423101370012794,0.286644201544979,-31.7065611630357,2.95593114795192e-115,9.93316524939275e-115,252.228080729345,0.467692229643478,0.0445908596306831,-0.423101370012794,"3",119298513,"R","I","ADPRH","TSS200","island","TSS200-island","chr3:119298284-119298983",NA,TRUE,"high-CpG:120781045-120781299","","","DOWN"
"cg02065387",-0.550377818326825,0.47068598428256,-31.8016792117105,3.25907245765601e-115,1.09474432292957e-114,252.142701930511,0.703239992026289,NA,NA,"5",161274307,"F","II","GABRA1","1stExon","opensea","1stExon-opensea","",NA,NA,"","","","DOWN"
"cg20056542",-0.583507426415375,0.494854135952206,-31.7456538502478,3.35636940781463e-115,1.12697387591975e-114,252.107072207087,0.742981125689585,NA,NA,"15",53083518,"F","I","ONECUT1","TSS1500","island","TSS1500-island","chr15:53080458-53083699",TRUE,TRUE,"","","","DOWN"
"cg08252855",-0.471656698714413,0.306194127420205,-31.7180220345271,3.40146401646498e-115,1.14165650436113e-114,252.090644887837,0.507390341557122,NA,NA,"14",24550926,"F","I","NRL","Body","island","Body-island","chr14:24550317-24551148",TRUE,TRUE,"","","","DOWN"
"cg10696085",-0.508309619778287,0.316459232712787,-31.7156776041029,3.47874484819585e-115,1.16665734491482e-114,252.068163266965,0.533290608981846,NA,NA,"12",50444522,"F","I","","IGR","opensea","IGR-opensea","",TRUE,TRUE,"","","","DOWN"
"cg00865356",0.520203772174773,0.269040345282186,31.6896539662414,3.47684673604087e-115,1.16648906156166e-114,252.0656535775,0.0464415218399592,0.566645294014729,0.52020377217477,"4",91048559,"F","I","FAM190A","TSS200","island","TSS200-island","chr4:91048411-91049682",TRUE,NA,"","","","UP"
"cg23972738",-0.573869107019392,0.531537045967915,-31.7007725806318,4.01290391767514e-115,1.34525679487392e-114,251.925217982883,0.77633435735381,NA,NA,"2",66667039,"R","II","MEIS1","Body","opensea","Body-opensea","",NA,NA,"","","","DOWN"
"cg14030882",-0.599424523183958,0.543208255372644,-31.7195654540544,4.30769113465701e-115,1.44349986919072e-114,251.857351527099,0.798103730184514,NA,NA,"14",61655919,"F","I","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","DOWN"
